threshold,grid_cell_id,period_id,latitude_band,ballooning_records,ballooning_events,ballooning_genera,n0_records,n0_events,n0_genera,paired_eligible
C1_D1_only,BJA25K_C-0013_R+0019,P2016_2020,30-32N,31,31,6,21,20,6,1
C1_D1_only,BJA25K_C-0013_R+0019,P2021_2025,30-32N,84,77,7,20,20,5,1
C1_D1_only,BJA25K_C-0013_R+0020,P2001_2005,,0,0,0,0,0,0,0
C1_D1_only,BJA25K_C-0013_R+0020,P2006_2010,,0,0,0,0,0,0,0
C1_D1_only,BJA25K_C-0013_R+0020,P2011_2015,,0,0,0,0,0,0,0
C1_D1_only,BJA25K_C-0013_R+0020,P2016_2020,30-32N,5,5,2,4,4,3,0
C1_D1_only,BJA25K_C-0013_R+0020,P2021_2025,30-32N,7,7,3,8,7,3,1
C2_D1_D2,BJA25K_C+0000_R+0000,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R+0000,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R+0000,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R+0000,P2016_2020,26-28N,0,0,0,3,2,2,0
C2_D1_D2,BJA25K_C+0000_R+0000,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R+0002,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R+0002,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R+0002,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R+0002,P2016_2020,28-30N,0,0,0,5,4,3,0
C2_D1_D2,BJA25K_C+0000_R+0002,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R+0005,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R+0005,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R+0005,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R+0005,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R+0005,P2021_2025,28-30N,5,5,2,6,6,2,0
C2_D1_D2,BJA25K_C+0000_R+0006,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R+0006,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R+0006,P2011_2015,28-30N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R+0006,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R+0006,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R-0001,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R-0001,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R-0001,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R-0001,P2016_2020,26-28N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C+0000_R-0001,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R-0002,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R-0002,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R-0002,P2011_2015,26-28N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R-0002,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R-0002,P2021_2025,26-28N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R-0003,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R-0003,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R-0003,P2011_2015,26-28N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R-0003,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0000_R-0003,P2021_2025,26-28N,0,0,0,3,3,1,0
C2_D1_D2,BJA25K_C+0001_R+0000,P2001_2005,26-28N,0,0,0,2,2,2,0
C2_D1_D2,BJA25K_C+0001_R+0000,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R+0000,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R+0000,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R+0000,P2021_2025,26-28N,2,2,1,2,2,2,0
C2_D1_D2,BJA25K_C+0001_R+0003,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R+0003,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R+0003,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R+0003,P2016_2020,28-30N,0,0,0,2,2,1,0
C2_D1_D2,BJA25K_C+0001_R+0003,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R+0004,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R+0004,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R+0004,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R+0004,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R+0004,P2021_2025,28-30N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R-0001,P2001_2005,26-28N,0,0,0,5,4,3,0
C2_D1_D2,BJA25K_C+0001_R-0001,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R-0001,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R-0001,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R-0001,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R-0002,P2001_2005,26-28N,0,0,0,2,2,2,0
C2_D1_D2,BJA25K_C+0001_R-0002,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R-0002,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R-0002,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R-0002,P2021_2025,26-28N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C+0001_R-0004,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R-0004,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R-0004,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R-0004,P2016_2020,26-28N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C+0001_R-0004,P2021_2025,26-28N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C+0002_R+0003,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0002_R+0003,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0002_R+0003,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0002_R+0003,P2016_2020,28-30N,1,1,1,1,1,1,0
C2_D1_D2,BJA25K_C+0002_R+0003,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0002_R+0004,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0002_R+0004,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0002_R+0004,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0002_R+0004,P2016_2020,28-30N,15,2,1,8,4,2,0
C2_D1_D2,BJA25K_C+0002_R+0004,P2021_2025,28-30N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C+0002_R-0001,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0002_R-0001,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0002_R-0001,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0002_R-0001,P2016_2020,26-28N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C+0002_R-0001,P2021_2025,26-28N,1,1,1,5,5,3,0
C2_D1_D2,BJA25K_C+0002_R-0002,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0002_R-0002,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0002_R-0002,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0002_R-0002,P2016_2020,26-28N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C+0002_R-0002,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0003_R-0001,P2001_2005,26-28N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C+0003_R-0001,P2006_2010,26-28N,2,1,1,0,0,0,0
C2_D1_D2,BJA25K_C+0003_R-0001,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0003_R-0001,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0003_R-0001,P2021_2025,26-28N,0,0,0,2,2,2,0
C2_D1_D2,BJA25K_C+0003_R-0005,P2001_2005,26-28N,0,0,0,2,1,1,0
C2_D1_D2,BJA25K_C+0003_R-0005,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0003_R-0005,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0003_R-0005,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0003_R-0005,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0003_R-0006,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0003_R-0006,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0003_R-0006,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0003_R-0006,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0003_R-0006,P2021_2025,26-28N,1,1,1,1,1,1,0
C2_D1_D2,BJA25K_C+0004_R-0001,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0004_R-0001,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0004_R-0001,P2011_2015,26-28N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C+0004_R-0001,P2016_2020,26-28N,0,0,0,2,2,1,0
C2_D1_D2,BJA25K_C+0004_R-0001,P2021_2025,26-28N,1,1,1,3,3,2,0
C2_D1_D2,BJA25K_C+0004_R-0002,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0004_R-0002,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0004_R-0002,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0004_R-0002,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0004_R-0002,P2021_2025,26-28N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C+0004_R-0003,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0004_R-0003,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0004_R-0003,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0004_R-0003,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0004_R-0003,P2021_2025,26-28N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C+0004_R-0006,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0004_R-0006,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0004_R-0006,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0004_R-0006,P2016_2020,26-28N,1,1,1,1,1,1,0
C2_D1_D2,BJA25K_C+0004_R-0006,P2021_2025,26-28N,3,3,2,5,1,3,0
C2_D1_D2,BJA25K_C+0004_R-0007,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0004_R-0007,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0004_R-0007,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0004_R-0007,P2016_2020,26-28N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C+0004_R-0007,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0002,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0002,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0002,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0002,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0002,P2021_2025,26-28N,2,2,1,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0003,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0003,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0003,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0003,P2016_2020,26-28N,0,0,0,15,4,3,0
C2_D1_D2,BJA25K_C+0005_R-0003,P2021_2025,26-28N,1,1,1,2,2,1,0
C2_D1_D2,BJA25K_C+0005_R-0004,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0004,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0004,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0004,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0004,P2021_2025,26-28N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C+0005_R-0005,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0005,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0005,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0005,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0005,P2021_2025,26-28N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0006,P2001_2005,26-28N,52,27,6,1,1,1,0
C2_D1_D2,BJA25K_C+0005_R-0006,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0006,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0006,P2016_2020,26-28N,15,2,1,3,3,2,0
C2_D1_D2,BJA25K_C+0005_R-0006,P2021_2025,26-28N,1,1,1,1,1,1,0
C2_D1_D2,BJA25K_C+0005_R-0008,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0008,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0008,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0008,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0008,P2021_2025,24-26N,2,2,2,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0009,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0009,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0009,P2011_2015,24-26N,2,1,1,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0009,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0009,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0011,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0011,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0011,P2011_2015,24-26N,0,0,0,98,9,6,0
C2_D1_D2,BJA25K_C+0005_R-0011,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0011,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0012,P2001_2005,24-26N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C+0005_R-0012,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0012,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0012,P2016_2020,24-26N,0,0,0,4,1,1,0
C2_D1_D2,BJA25K_C+0005_R-0012,P2021_2025,24-26N,1,1,1,3,3,3,0
C2_D1_D2,BJA25K_C+0005_R-0013,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0013,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0013,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0013,P2016_2020,24-26N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C+0005_R-0013,P2021_2025,24-26N,1,1,1,1,1,1,0
C2_D1_D2,BJA25K_C+0006_R-0003,P2001_2005,26-28N,0,0,0,2,2,1,0
C2_D1_D2,BJA25K_C+0006_R-0003,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0003,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0003,P2016_2020,26-28N,0,0,0,4,3,2,0
C2_D1_D2,BJA25K_C+0006_R-0003,P2021_2025,26-28N,2,2,2,2,2,2,0
C2_D1_D2,BJA25K_C+0006_R-0004,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0004,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0004,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0004,P2016_2020,26-28N,0,0,0,14,5,3,0
C2_D1_D2,BJA25K_C+0006_R-0004,P2021_2025,26-28N,0,0,0,3,2,1,0
C2_D1_D2,BJA25K_C+0006_R-0006,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0006,P2006_2010,26-28N,0,0,0,4,3,3,0
C2_D1_D2,BJA25K_C+0006_R-0006,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0006,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0006,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0007,P2001_2005,26-28N,22,12,6,5,4,3,1
C2_D1_D2,BJA25K_C+0006_R-0007,P2006_2010,26-28N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C+0006_R-0007,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0007,P2016_2020,26-28N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C+0006_R-0007,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0009,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0009,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0009,P2011_2015,24-26N,0,0,0,9,2,4,0
C2_D1_D2,BJA25K_C+0006_R-0009,P2016_2020,24-26N,0,0,0,7,1,2,0
C2_D1_D2,BJA25K_C+0006_R-0009,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0011,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0011,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0011,P2011_2015,24-26N,0,0,0,17,3,4,0
C2_D1_D2,BJA25K_C+0006_R-0011,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0011,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0012,P2001_2005,24-26N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C+0006_R-0012,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0012,P2011_2015,24-26N,0,0,0,46,4,5,0
C2_D1_D2,BJA25K_C+0006_R-0012,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0012,P2021_2025,24-26N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0013,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0013,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0006_R-0013,P2011_2015,24-26N,1,1,1,1,1,1,0
C2_D1_D2,BJA25K_C+0006_R-0013,P2016_2020,24-26N,2,2,2,2,2,2,0
C2_D1_D2,BJA25K_C+0006_R-0013,P2021_2025,24-26N,0,0,0,2,2,2,0
C2_D1_D2,BJA25K_C+0007_R-0005,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0005,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0005,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0005,P2016_2020,26-28N,2,2,1,4,2,2,0
C2_D1_D2,BJA25K_C+0007_R-0005,P2021_2025,26-28N,0,0,0,1,1,1,0
C2_D1_D2,BJA25K_C+0007_R-0006,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0006,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0006,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0006,P2016_2020,26-28N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0006,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0008,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0008,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0008,P2011_2015,24-26N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0008,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0008,P2021_2025,24-26N,1,1,1,11,10,5,0
C2_D1_D2,BJA25K_C+0007_R-0009,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0009,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0009,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0009,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0009,P2021_2025,24-26N,2,2,2,3,3,2,0
C2_D1_D2,BJA25K_C+0007_R-0010,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0010,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0010,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0010,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0010,P2021_2025,24-26N,1,1,1,1,1,1,0
C2_D1_D2,BJA25K_C+0007_R-0011,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0011,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0011,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0011,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0011,P2021_2025,24-26N,1,1,1,2,2,2,0
C2_D1_D2,BJA25K_C+0007_R-0013,P2001_2005,24-26N,0,0,0,3,2,2,0
C2_D1_D2,BJA25K_C+0007_R-0013,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0013,P2011_2015,24-26N,5,3,5,14,5,5,1
C2_D1_D2,BJA25K_C+0007_R-0013,P2016_2020,24-26N,6,4,1,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0013,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0014,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0014,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0014,P2011_2015,24-26N,6,3,3,68,24,8,1
C2_D1_D2,BJA25K_C+0007_R-0014,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0007_R-0014,P2021_2025,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0008_R-0005,P2001_2005,26-28N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C+0008_R-0005,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0008_R-0005,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0008_R-0005,P2016_2020,26-28N,0,0,0,7,7,4,0
C2_D1_D2,BJA25K_C+0008_R-0005,P2021_2025,26-28N,2,2,1,5,5,3,0
C2_D1_D2,BJA25K_C+0008_R-0006,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0008_R-0006,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0008_R-0006,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0008_R-0006,P2016_2020,26-28N,1,1,1,15,7,6,0
C2_D1_D2,BJA25K_C+0008_R-0006,P2021_2025,26-28N,1,1,1,1,1,1,0
C2_D1_D2,BJA25K_C+0008_R-0007,P2001_2005,24-26N,0,0,0,5,3,4,0
C2_D1_D2,BJA25K_C+0008_R-0007,P2006_2010,24-26N,0,0,0,2,1,2,0
C2_D1_D2,BJA25K_C+0008_R-0007,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0008_R-0007,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0008_R-0007,P2021_2025,26-28N,6,6,5,27,21,8,1
C2_D1_D2,BJA25K_C+0008_R-0008,P2001_2005,24-26N,0,0,0,2,2,2,0
C2_D1_D2,BJA25K_C+0008_R-0008,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0008_R-0008,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0008_R-0008,P2016_2020,24-26N,0,0,0,7,1,2,0
C2_D1_D2,BJA25K_C+0008_R-0008,P2021_2025,24-26N,13,13,5,6,5,4,1
C2_D1_D2,BJA25K_C+0008_R-0009,P2001_2005,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0008_R-0009,P2006_2010,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0008_R-0009,P2011_2015,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0008_R-0009,P2016_2020,,0,0,0,0,0,0,0
C2_D1_D2,BJA25K_C+0008_R-0009,P2021_2025,24-26N,1,1,1,0,0,0,0
C2_D1_D2,BJA25K_C+0008_R-0011,P2001_2005,,0,0,0,0,0,0,0
