grid_cell_id,grid_cell_order,centroid_latitude,centroid_longitude,latitude_band,z_tmean_c,z_tseason_monthly_sd_c,z_precip_annual_mean_mm,z_precip_interannual_cv_pct,z_vpd_mean_kpa,z_soil_water_mean_frac,z_wind_speed_mean_ms,z_wind_monthly_sd_ms,z_evi_mean,z_evi_interannual_cv_pct
BJA25K_C+0000_R-0001,98,27.3875276,-113.3733945,26-28N,-0.11548026904551738,-0.2813428843240737,-1.0191443129836564,-0.08523945376777771,-0.21099619825252391,-0.8049939228802578,1.2675654757814432,1.6375222048420293,-0.6697520310388444,-0.39978816972476655
BJA25K_C+0001_R-0001,99,27.3870693,-113.1201839,26-28N,0.11472394598274534,0.11379818303500078,-0.6565751029048833,-0.3830859111691325,0.42904722113070265,-0.7000419810581473,0.7706587347996462,0.8665542599664918,-0.28905613756028053,-0.5081819163718618
BJA25K_C+0002_R-0001,100,27.3861526,-112.8669751,26-28N,0.3095801855411023,0.6116493504828681,-0.49826375866789685,-0.23690097863671855,0.9805391191681405,-0.7287215741971083,-0.19226144749454152,0.013113982825621158,-0.15748947361588644,-0.5213223286922242
BJA25K_C+0003_R-0001,101,27.3847775,-112.6137691,26-28N,0.6252174381286713,0.9041792201722906,-0.3287186382073821,0.04029589792383422,1.2716042764859863,-0.7015794390311364,-0.7797516776010808,-0.4724082052147454,-0.1518058357795909,-0.4906053734107465
BJA25K_C+0004_R-0001,102,27.3829441,-112.360567,26-28N,0.6548133354640614,0.8281035073686357,-0.1898126106301083,0.3296480418525007,0.8048843287117484,-0.6118406768017783,-0.5693875983015332,-0.32205252762377806,-0.23872380513655242,0.4362884250322164
BJA25K_C-0006_R+0000,103,27.6054552,-114.895477,26-28N,-1.220852420204027,-1.8991241028212245,-1.076520534533226,-0.31155374222807847,-2.262263274348618,-0.6681992340877353,2.472774720785098,-0.23955676714817045,-1.4671921617906343,0.22109187704946598
BJA25K_C-0005_R+0000,104,27.607756,-114.6417626,26-28N,-1.1792126657184423,-1.5799975638140045,-1.154127649207418,0.3027507950787848,-1.8545475602919146,-0.7363461674355626,1.731301151253493,-0.22383069361382257,-0.8973785186883306,-0.3011364113484266
BJA25K_C-0004_R+0000,105,27.6095966,-114.3880429,26-28N,-0.8855502257753274,-1.270527939141097,-1.2353050648438222,0.9112683948913816,-1.4124222261093557,-0.7931680154908726,1.6398251794737346,0.4553927576122381,-1.1913882411867416,-0.5142531773392722
BJA25K_C-0001_R+0000,107,27.6123575,-113.6268644,26-28N,-0.38462517042009664,-0.6335621372786243,-1.185707415288825,0.3202986394039773,-0.7580649630013534,-0.8279199490884115,1.5142871069063606,2.175915375155506,-0.7555601137756656,-0.3774930814708893
BJA25K_C+0000_R+0000,108,27.6123575,-113.3731356,26-28N,-0.21810925208994278,-0.3642091645403243,-0.877252915296328,0.052852357430680265,-0.23636286165611345,-0.7111620965781492,0.5807296029631944,1.3652915856016554,-0.5232425995054337,-0.46484212164992084
BJA25K_C+0001_R+0000,109,27.6118974,-113.1194073,26-28N,-0.26136288982364136,0.06451482864382843,-0.20055441117152992,-0.33218026134184325,0.24252362961105697,-0.5615766067583862,0.08498875571597383,0.8710851202396689,0.04455957726287055,-0.47948287902517484
BJA25K_C-0006_R+0001,110,27.8302583,-114.8983519,26-28N,-1.2119760136411177,-1.9289372135582818,-1.0967217063332932,-0.32284764423437956,-2.2739558245119893,-0.21164197838164014,2.6024188138507665,-0.15177916655495718,-1.2848212880893024,0.0951758075898305
BJA25K_C-0003_R+0001,112,27.8358019,-114.1356263,26-28N,-0.8338849978583919,-1.4605028441811736,-1.220979990718033,0.41238691360164764,-1.7209078898095105,-0.2842276309391217,2.7571196698168223,2.3792452554156096,-1.7468774828686489,1.277140798810043
